animalid,name,datetime,outcometype,outcomesubtype,animaltype,sex,castration,ageuponoutcome,breed,color
A677049,Luna,Saturday,Return_to_owner,,Dog,Female,Spayed,730,German Shepherd Mix,Brown/Black
A697683,,Thursday,Transfer,Partner,Dog,Male,Intact,62,Weimaraner Mix,Chocolate/White
A713927,,Sunday,Euthanasia,Suffering,Cat,Male,Intact,31,Domestic Shorthair Mix,Cream Tabby/White
A680938,Draper,Tuesday,Transfer,Partner,Dog,Male,Neutered,310,Bull Terrier Mix,Tan/White
A673617,,Sunday,Transfer,Partner,Dog,Female,Spayed,31,Keeshond Mix,Sable/White
A706097,Sandrina,Tuesday,Transfer,Partner,Cat,Female,Intact,62,Domestic Shorthair Mix,Tortie
A677356,,Thursday,Euthanasia,Suffering,Cat,Female,Intact,21,Domestic Shorthair Mix,Black/White
A695987,Bella,Sunday,Adoption,,Dog,Female,Spayed,365,Pit Bull Mix,Brown Brindle/White
A666787,Zenia,Friday,Adoption,Foster,Cat,Female,Spayed,62,Domestic Shorthair Mix,Blue
A671504,Winston,Saturday,Adoption,,Dog,Male,Neutered,730,Jack Russell Terrier/Dachshund,White/Tan
A703722,Oliver,Friday,Transfer,Partner,Dog,Male,Neutered,155,Carolina Dog/Labrador Retriever,Tan/White
A673785,Sophie,Friday,Transfer,SCRP,Cat,Female,Intact,1095,Domestic Shorthair Mix,Tortie
A695189,Gunner,Thursday,Return_to_owner,,Dog,Male,Neutered,365,Border Collie/German Shepherd,Black/White
A694427,Frida,Saturday,Adoption,,Dog,Female,Spayed,365,Staffordshire Mix,Blue/White
A718256,Milo,Saturday,Return_to_owner,,Cat,Male,Intact,730,Domestic Shorthair Mix,Blue Tabby
A691205,,Friday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Blue Tabby
A693619,Lolly,Thursday,Transfer,Partner,Cat,Female,Spayed,365,Domestic Medium Hair Mix,Black/White
A703658,,Tuesday,Adoption,,Cat,Male,Neutered,31,Domestic Shorthair Mix,Brown Tabby
A388691,Blaze,Sunday,Return_to_owner,,Dog,Male,Neutered,4380,Miniature Schnauzer Mix,Black/Gray
A679536,Smokey,Monday,Transfer,Partner,Dog,Male,Neutered,1095,Chihuahua Shorthair Mix,Brown
A693085,Peanut,Sunday,Transfer,Partner,Dog,Male,Neutered,279,Cairn Terrier,Tan
A701535,Alaska,Wednesday,Adoption,,Cat,Female,Spayed,4015,Domestic Longhair Mix,Blue Tabby/White
A676220,Gucci,Wednesday,Return_to_owner,,Dog,Male,Neutered,1460,Pit Bull Mix,Blue/White
A689751,Penelope,Tuesday,Adoption,,Cat,Female,Spayed,62,Domestic Medium Hair Mix,Torbie
A707739,Frida,Sunday,Adoption,,Cat,Female,Spayed,1460,Domestic Shorthair Mix,Blue
A715212,Julio,Wednesday,Adoption,,Dog,Male,Neutered,62,Cocker Spaniel/Labrador Retriever,Brown/White
A687997,Otter,Monday,Transfer,Partner,Cat,Male,Intact,62,Domestic Shorthair Mix,Black/White
A689378,,Saturday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby/White
A709295,Bane,Saturday,Return_to_owner,,Dog,Male,Neutered,730,Boerboel,Fawn
A702258,,Monday,Transfer,Partner,Cat,Male,Intact,31,Domestic Shorthair Mix,Blue/White
A714526,,Wednesday,Adoption,Foster,Dog,Female,Spayed,186,Labrador Retriever Mix,Black
A672251,Lilly,Sunday,Transfer,Partner,Cat,Female,Spayed,1825,Domestic Shorthair Mix,Torbie
A704961,Calcifer,Friday,Adoption,,Cat,Male,Intact,31,Domestic Medium Hair Mix,Orange Tabby/White
A702765,,Sunday,Transfer,Partner,Cat,Unknown,Unknown,21,Domestic Shorthair Mix,Blue Tabby
A705094,Magna,Sunday,Adoption,,Dog,Female,Spayed,365,Staffordshire Mix,Blue/White
A706743,Lil Man,Tuesday,Adoption,,Dog,Male,Neutered,730,Chihuahua Longhair Mix,Buff
A567057,Rocky,Monday,Euthanasia,Suffering,Dog,Male,Neutered,3650,Cardigan Welsh Corgi/Australian Shepherd,Tricolor
A483240,Frassina,Wednesday,Adoption,Foster,Cat,Female,Spayed,2190,Domestic Longhair/Persian,Blue Cream
A699570,Lee,Tuesday,Euthanasia,Suffering,Cat,Male,Neutered,1825,Siamese Mix,Seal Point
A694289,Osiris,Thursday,Return_to_owner,,Dog,Male,Neutered,365,American Pit Bull Terrier Mix,Black/White
A711950,,Monday,Transfer,Partner,Cat,Female,Intact,62,Domestic Shorthair Mix,Tortie
A717837,Mr. B,Monday,Transfer,Partner,Cat,Male,Neutered,341,Domestic Shorthair Mix,Orange Tabby/White
A710425,Sophia,Wednesday,Adoption,,Dog,Female,Spayed,62,Chihuahua Shorthair Mix,White
A696419,Puffy,Thursday,Adoption,,Dog,Male,Neutered,365,Labrador Retriever/Anatol Shepherd,White
A692191,,Thursday,Euthanasia,Suffering,Dog,Female,Intact,2920,Beagle Mix,Tricolor
A719525,Kumani,Friday,Return_to_owner,,Dog,Female,Spayed,3650,Rhod Ridgeback/German Shepherd,Tan
A668480,,Wednesday,Transfer,Partner,Cat,Female,Intact,21,Domestic Shorthair Mix,Calico
A666526,Scruffy,Friday,Transfer,Partner,Dog,Male,Neutered,365,Cairn Terrier Mix,White/Tan
A669075,Timmy,Thursday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby/White
A686385,,Friday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair Mix,Tortie
A680554,Twitter,Saturday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair,Brown Tabby/White
A669413,,Tuesday,Transfer,Partner,Dog,Male,Intact,365,Chihuahua Shorthair Mix,Tricolor
A668907,Darma,Saturday,Adoption,,Cat,Female,Spayed,4015,Manx Mix,Blue/White
A686118,Ingrid,Sunday,Transfer,Partner,Cat,Female,Intact,31,Domestic Shorthair Mix,Black/White
A708423,Gilbert,Monday,Transfer,Partner,Cat,Male,Neutered,124,Domestic Shorthair Mix,Orange Tabby
A673323,Coco,Sunday,Adoption,,Dog,Female,Spayed,310,Chihuahua Shorthair Mix,Tan
A686550,,Sunday,Transfer,Partner,Cat,Male,Intact,4,Domestic Shorthair Mix,Orange Tabby
A688477,,Tuesday,Transfer,Partner,Dog,Female,Intact,1825,Chihuahua Shorthair Mix,Black/White
A689999,Carrie,Saturday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Black
A668701,Cupid,Sunday,Adoption,,Cat,Male,Neutered,124,Domestic Shorthair Mix,Brown Tabby/White
A693538,,Friday,Transfer,Partner,Dog,Female,Spayed,31,German Shepherd Mix,Black/Brown
A710449,Compadre,Friday,Return_to_owner,,Dog,Male,Intact,730,German Shepherd Mix,Black/White
A712993,Lotus,Saturday,Transfer,Partner,Dog,Female,Spayed,365,Dachshund Mix,Black
A690262,Dinky,Tuesday,Return_to_owner,,Dog,Male,Neutered,730,Bichon Frise Mix,White
A684625,Loki,Wednesday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Brown Tabby
A717784,Ezra,Sunday,Adoption,,Cat,Female,Spayed,365,Domestic Shorthair Mix,Blue Tabby
A706112,Acadia,Sunday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Tortie
A685611,Freeway,Sunday,Adoption,,Dog,Male,Neutered,1095,Pit Bull Mix,Black/White
A718780,,Thursday,Transfer,Partner,Cat,Female,Intact,31,Domestic Shorthair Mix,Calico
A665228,Guthrie,Saturday,Transfer,Partner,Dog,Male,Neutered,217,Labrador Retriever Mix,Yellow
A668545,Twiggy,Saturday,Adoption,,Cat,Female,Spayed,365,Domestic Shorthair Mix,Brown Tabby
A699224,Gunner,Wednesday,Return_to_owner,,Dog,Male,Neutered,1095,American Bulldog Mix,Chocolate/White
A633267,Felix,Sunday,Return_to_owner,,Cat,Male,Neutered,730,Domestic Shorthair Mix,Black/White
A680016,,Monday,Euthanasia,Aggressive,Dog,Female,Intact,1460,Pit Bull Mix,Blue
A716763,,Sunday,Adoption,,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,Sable
A679938,Rico,Monday,Return_to_owner,,Dog,Male,Neutered,730,Chihuahua Shorthair Mix,Tan/Black
A679811,,Sunday,Died,In Kennel,Cat,Female,Intact,730,Domestic Shorthair Mix,Blue Tabby/White
A686856,Kilo,Tuesday,Return_to_owner,,Dog,Male,Neutered,1095,Pit Bull Mix,White
A701132,Chikito,Sunday,Return_to_owner,,Dog,Male,Neutered,730,Soft Coated Wheaten Terrier Mix,Brown
A714174,,Monday,Return_to_owner,,Cat,Female,Intact,365,Domestic Shorthair Mix,Black
A695641,,Saturday,Transfer,Partner,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,Chocolate/Brown
A678317,,Thursday,Transfer,SCRP,Cat,Unknown,Unknown,730,Domestic Shorthair Mix,Black/White
A694248,,Sunday,Adoption,,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,White/Brown
A695170,Tucker,Saturday,Adoption,,Dog,Male,Neutered,365,German Shepherd Mix,Buff
A663781,Bailey,Monday,Adoption,Foster,Dog,Female,Spayed,124,Anatol Shepherd Mix,Tan/White
A710369,Georgia,Sunday,Return_to_owner,,Dog,Female,Spayed,62,German Shepherd Mix,Red
A700356,Peanut,Monday,Adoption,,Dog,Male,Neutered,3650,Chihuahua Shorthair Mix,Tan
A704229,Ginger Paris,Saturday,Adoption,,Dog,Female,Spayed,2190,Chihuahua Shorthair Mix,Buff
A664688,Apollo,Friday,Adoption,,Dog,Male,Neutered,1095,German Shepherd Mix,Brown/Black
A674133,Justin,Friday,Transfer,Partner,Dog,Male,Neutered,62,Basset Hound/Australian Cattle Dog,Blue Tick/Brown Brindle
A687754,Penny,Saturday,Adoption,,Cat,Female,Spayed,155,Domestic Shorthair Mix,Calico
A667288,Bailey,Friday,Adoption,,Dog,Female,Spayed,730,Border Collie Mix,Black/White
A669147,Pinky,Monday,Return_to_owner,,Dog,Male,Neutered,1095,Catahoula Mix,White/Brown Brindle
A672747,Bella,Sunday,Adoption,,Dog,Female,Spayed,365,Australian Kelpie Mix,Black/White
A687015,,Sunday,Transfer,SCRP,Cat,Male,Intact,124,Domestic Shorthair Mix,White/Orange Tabby
A666588,Milton,Saturday,Adoption,Foster,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black
A707245,Sophia,Wednesday,Adoption,,Dog,Female,Intact,62,Labrador Retriever Mix,Buff
A678204,Sweetie Pie,Tuesday,Transfer,Partner,Cat,Female,Spayed,310,Domestic Shorthair Mix,Black/White
A628369,Lucky,Sunday,Adoption,,Dog,Male,Neutered,3650,Lhasa Apso/Miniature Poodle,Cream
A712769,Theo,Tuesday,Return_to_owner,,Dog,Male,Neutered,730,Australian Terrier Mix,Brown/Black
A665413,Anabel,Thursday,Transfer,Partner,Dog,Female,Spayed,124,Plott Hound Mix,Brown Brindle/White
A719412,Freya,Saturday,Adoption,,Cat,Female,Spayed,1095,Domestic Shorthair Mix,Brown Tabby
A670564,Marty,Sunday,Adoption,,Dog,Male,Neutered,730,Australian Cattle Dog Mix,Brown Brindle
A705311,,Saturday,Adoption,,Dog,Female,Spayed,62,Boxer Mix,Brown/White
A717080,,Wednesday,Return_to_owner,,Dog,Male,Intact,730,Redbone Hound Mix,Red
A715169,James Raeh,Saturday,Adoption,,Dog,Female,Spayed,155,Pit Bull Mix,Brown Brindle/White
A668614,,Monday,Transfer,Partner,Dog,Female,Intact,2190,Yorkshire Terrier Mix,Brown/Black
A718045,Lilly,Sunday,Adoption,,Dog,Female,Spayed,124,Miniature Schnauzer,Gray/Black
A712092,Nacho,Wednesday,Transfer,Partner,Cat,Male,Intact,31,Domestic Shorthair Mix,Orange Tabby
A715531,Roco,Monday,Return_to_owner,,Dog,Male,Neutered,2190,Miniature Schnauzer Mix,Gray/White
A686306,,Wednesday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Medium Hair Mix,Blue/White
A662258,,Sunday,Died,In Foster,Cat,Female,Intact,62,Domestic Medium Hair Mix,Black/White
A681021,Zelda,Saturday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Torbie
A664838,,Wednesday,Transfer,Partner,Cat,Male,Intact,14,Siamese Mix,Lynx Point
A717526,Mars,Sunday,Adoption,,Dog,Male,Neutered,1095,Maltese Mix,White
A671474,Princess,Friday,Euthanasia,Aggressive,Dog,Female,Spayed,2190,Pit Bull Mix,Red
A719971,Peanut,Thursday,Adoption,,Dog,Male,Neutered,62,Dachshund/Beagle,Brown/White
A712089,Peanut,Sunday,Transfer,Partner,Dog,Male,Neutered,1825,Pug/Pekingese,Brown
A696535,Shiner,Saturday,Adoption,,Dog,Male,Neutered,217,Australian Cattle Dog Mix,Brown Merle/White
A669791,,Saturday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair Mix,Tortie
A635999,Millie,Tuesday,Return_to_owner,,Dog,Female,Spayed,3650,Jack Russell Terrier Mix,White/Tan
A672895,Mona,Wednesday,Adoption,,Dog,Female,Spayed,730,Doberman Pinsch Mix,Black/Tan
A641048,Blacky,Friday,Return_to_owner,,Cat,Male,Neutered,1095,Domestic Shorthair Mix,Black
A704867,,Tuesday,Transfer,Partner,Cat,Unknown,Unknown,7,Domestic Shorthair Mix,Black/White
A694324,Ursa,Wednesday,Adoption,Foster,Dog,Female,Spayed,31,Labrador Retriever Mix,Buff
A684871,Boomer,Wednesday,Euthanasia,Aggressive,Dog,Male,Neutered,365,Labrador Retriever Mix,Black
A711013,,Monday,Transfer,Partner,Cat,Unknown,Unknown,3,Domestic Shorthair Mix,Calico
A702556,Sandy,Tuesday,Adoption,,Dog,Female,Spayed,365,Boxer Mix,Red/White
A696731,Jax,Thursday,Transfer,Partner,Dog,Male,Neutered,730,German Shepherd Mix,Sable
A710778,Nash,Thursday,Transfer,Partner,Dog,Male,Neutered,730,Pit Bull Mix,Tan/White
A669886,Sweeney Todd,Thursday,Adoption,,Dog,Male,Neutered,365,Miniature Schnauzer Mix,Gray/Brown
A679392,Lila,Monday,Transfer,Partner,Dog,Female,Intact,365,Pit Bull Mix,Black/White
A690448,,Tuesday,Transfer,Partner,Cat,Female,Intact,7,Domestic Shorthair Mix,Orange Tabby/White
A699118,Hollister,Sunday,Adoption,,Dog,Male,Neutered,365,Labrador Retriever Mix,Tan/White
A669021,Jasper,Saturday,Return_to_owner,,Dog,Male,Neutered,365,Catahoula Mix,Red
A717838,Pork Chop,Wednesday,Return_to_owner,,Dog,Male,Neutered,365,Rottweiler Mix,Black/Tan
A684132,,Saturday,Transfer,Partner,Cat,Female,Intact,7,Domestic Shorthair Mix,Blue/White
A673437,Higgs,Friday,Adoption,Foster,Cat,Male,Neutered,31,Domestic Shorthair Mix,Cream Tabby
A717138,Cricket,Sunday,Return_to_owner,,Dog,Male,Neutered,730,Australian Cattle Dog Mix,Black/White
A682519,Bubbles,Thursday,Adoption,,Dog,Female,Spayed,365,Norfolk Terrier/Yorkshire Terrier,Tan/Black
A709536,Ringo,Thursday,Transfer,Partner,Dog,Male,Neutered,365,Pit Bull/Labrador Retriever,Black/White
A680975,,Sunday,Adoption,,Dog,Male,Neutered,62,Australian Shepherd/Border Collie,Tricolor
A704824,,Tuesday,Transfer,Partner,Dog,Female,Intact,124,Australian Kelpie Mix,Brown/White
A669042,Piglet,Wednesday,Transfer,Partner,Cat,Male,Intact,155,Domestic Shorthair Mix,Orange Tabby
A636269,J.J.,Wednesday,Return_to_owner,,Dog,Male,Neutered,1095,Beagle/Rat Terrier,Tan/White
A707693,Ani,Saturday,Adoption,,Cat,Female,Spayed,365,Domestic Shorthair Mix,Blue
A707448,Sawyer,Saturday,Adoption,Foster,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby/White
A702383,Zee,Saturday,Adoption,,Dog,Male,Neutered,365,German Shepherd/Anatol Shepherd,Brown/Black
A667261,Mika,Sunday,Transfer,Partner,Cat,Female,Spayed,1095,Domestic Shorthair Mix,White/Black
A689622,Flap Jack,Saturday,Transfer,Partner,Dog,Male,Neutered,155,Australian Cattle Dog Mix,Black/White
A699674,Crispin,Saturday,Adoption,,Dog,Male,Neutered,365,Yorkshire Terrier/Chihuahua Longhair,Brown/Tricolor
A711205,Bailey,Thursday,Return_to_owner,,Dog,Male,Intact,5475,Rat Terrier Mix,Black/White
A664963,Austin,Tuesday,Adoption,,Dog,Male,Neutered,730,American Bulldog/Pit Bull,Tan/White
A714577,Dalinda,Wednesday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Black
A670259,Polly,Friday,Transfer,Partner,Dog,Female,Spayed,1460,Skye Terrier Mix,Black
A657783,Dallas,Friday,Return_to_owner,,Dog,Male,Neutered,730,Labrador Retriever Mix,Black
A704407,Truffle,Saturday,Adoption,Foster,Cat,Male,Neutered,62,Domestic Shorthair Mix,Brown Tabby
A672247,Charlie,Monday,Adoption,,Dog,Male,Neutered,365,Maltese/Miniature Poodle,White
A662278,Honeybear,Monday,Adoption,Foster,Cat,Female,Spayed,93,Domestic Shorthair Mix,Black
A712719,,Monday,Transfer,SCRP,Cat,Male,Intact,93,Domestic Shorthair Mix,Blue Tabby/White
A464189,Sushi,Monday,Transfer,Partner,Dog,Female,Spayed,3285,Chihuahua Longhair/Pekingese,White/Red
A693480,Stranger,Friday,Transfer,Partner,Cat,Male,Neutered,730,Domestic Shorthair Mix,Brown Tabby/White
A676554,Pecos,Tuesday,Transfer,Partner,Dog,Male,Neutered,730,German Shorthair Pointer,Liver Tick/White
A720562,Joni,Sunday,Adoption,,Cat,Female,Spayed,1460,Domestic Shorthair Mix,Tortie
A675159,Barbie,Monday,Euthanasia,Suffering,Dog,Female,Intact,1095,Labrador Retriever Mix,Brown
A701170,,Saturday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair Mix,White/Brown Tabby
A311544,Tanner,Monday,Return_to_owner,,Dog,Male,Neutered,5840,Labrador Retriever/Chinese Sharpei,Brown
A681895,Harriet,Monday,Transfer,Partner,Cat,Female,Intact,31,Domestic Shorthair Mix,Calico
A678905,Alice,Monday,Adoption,,Dog,Female,Spayed,248,Labrador Retriever/Australian Shepherd,Black/White
A660455,Margot,Wednesday,Adoption,Foster,Cat,Female,Spayed,62,Snowshoe Mix,Lilac Point
A679930,Dallas,Sunday,Died,In Kennel,Cat,Female,Intact,31,Domestic Shorthair Mix,Black
A683310,,Thursday,Euthanasia,Suffering,Dog,Male,Intact,7,Labrador Retriever Mix,Black/White
A668426,Vega,Sunday,Transfer,Partner,Dog,Female,Spayed,2190,Pit Bull Mix,Red/White
A690275,Dexter,Friday,Transfer,Partner,Dog,Male,Neutered,365,Labrador Retriever/German Shepherd,Sable
A682905,Betty,Sunday,Adoption,Foster,Cat,Female,Spayed,730,Snowshoe Mix,Chocolate Point
A718278,Khloe,Saturday,Return_to_owner,,Dog,Female,Intact,341,Doberman Pinsch Mix,Red/Tan
A678262,,Tuesday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Black
A711418,Monkey,Friday,Transfer,Partner,Cat,Male,Intact,31,Domestic Medium Hair Mix,Orange Tabby
A676659,Ginger,Tuesday,Adoption,,Cat,Female,Spayed,62,Domestic Longhair Mix,Blue Tabby/White
A668190,Anatoly,Sunday,Transfer,Partner,Cat,Male,Neutered,1825,Domestic Shorthair Mix,Blue
A662550,Nemo,Monday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Brown Tabby
A713067,Sammy,Sunday,Adoption,,Dog,Female,Spayed,365,German Shepherd Mix,Tan/Black
A703680,Riley,Tuesday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Calico
A669165,,Friday,Transfer,Partner,Dog,Female,Spayed,365,Siberian Husky Mix,Black/White
A686960,Tonka,Monday,Return_to_owner,,Dog,Male,Neutered,365,Mastiff Mix,Tan/Black
A681281,Rose,Friday,Adoption,,Cat,Female,Spayed,93,Domestic Shorthair Mix,Orange Tabby
A691737,,Sunday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair,Black/White
A622127,Nala,Saturday,Adoption,,Dog,Female,Spayed,1095,American Pit Bull Terrier Mix,White/Brown
A691941,,Saturday,Adoption,,Dog,Female,Spayed,1460,Chihuahua Shorthair Mix,Fawn/White
A687438,Franklin,Sunday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black
A683061,Buddy,Monday,Return_to_owner,,Dog,Male,Intact,365,Staffordshire Mix,Black/White
A682547,Sweet Boy,Saturday,Adoption,,Cat,Male,Neutered,730,Domestic Shorthair Mix,Blue/White
A688428,Avery,Sunday,Adoption,Foster,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,Brown/White
A715148,Booboo,Sunday,Return_to_owner,,Dog,Male,Intact,730,Miniature Poodle,Black
A716272,Jasmine,Thursday,Return_to_owner,,Dog,Female,Spayed,1095,Rottweiler Mix,Black/Tan
A707456,Lara,Thursday,Adoption,Foster,Cat,Female,Spayed,93,Domestic Longhair Mix,Blue
A696254,,Wednesday,Transfer,Partner,Dog,Male,Intact,21,Chihuahua Shorthair,White
A693829,Mesha,Wednesday,Return_to_owner,,Cat,Female,Spayed,1460,Russian Blue Mix,Gray
A695723,,Wednesday,Euthanasia,Suffering,Cat,Female,Intact,2190,Domestic Shorthair Mix,Black
A704679,Missy,Sunday,Adoption,,Cat,Female,Spayed,5475,Domestic Medium Hair Mix,Black/White
A680782,,Saturday,Transfer,Partner,Cat,Female,Intact,1,Domestic Shorthair Mix,Brown Tabby
A696811,Donna,Monday,Return_to_owner,,Dog,Female,Spayed,365,Great Pyrenees Mix,White
A688654,Bramwell,Tuesday,Adoption,Foster,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby
A706933,,Friday,Transfer,Partner,Dog,Male,Intact,1825,Dachshund Longhair,Tricolor
A663453,Cricket,Saturday,Adoption,Foster,Cat,Female,Spayed,124,Domestic Shorthair Mix,White/Black
A718277,Bob,Friday,Transfer,Partner,Dog,Male,Neutered,730,Jack Russell Terrier/Rat Terrier,White/Tan
A712522,Jango,Friday,Adoption,,Dog,Male,Neutered,310,Dachshund Longhair/Pomeranian,Brown/Black
A670868,Bella,Wednesday,Return_to_owner,,Dog,Female,Spayed,1095,Pit Bull Mix,Black/White
A708448,,Saturday,Adoption,,Dog,Male,Neutered,248,Anatol Shepherd/Catahoula,Tan
A706512,Junie,Saturday,Transfer,Partner,Dog,Female,Spayed,1095,Chihuahua Shorthair Mix,Tan/Black
A671203,Paris,Saturday,Return_to_owner,,Dog,Female,Spayed,4380,Dachshund Mix,Red
A470287,Kujo,Wednesday,Return_to_owner,,Dog,Male,Neutered,2920,Australian Cattle Dog/Chow Chow,Black
A676164,Cragen,Friday,Adoption,,Dog,Male,Neutered,3650,Chihuahua Shorthair/Jack Russell Terrier,Tan/White
A716548,Gracie,Saturday,Adoption,,Dog,Female,Spayed,365,Pharaoh Hound,Red/White
A714029,Ghost,Sunday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Tortie Point
A708291,Gromit,Monday,Return_to_owner,,Dog,Male,Neutered,365,Border Terrier/West Highland,Tan/White
A701684,Roxy,Wednesday,Adoption,Foster,Dog,Female,Spayed,4380,Chow Chow Mix,Red/Black
A708336,Socky,Thursday,Adoption,,Cat,Male,Neutered,2190,Domestic Shorthair Mix,Black/White
A674232,Dakota,Sunday,Adoption,,Dog,Male,Neutered,730,Black/Tan Hound Mix,Black/Tan
A678056,Bear,Saturday,Transfer,Partner,Dog,Male,Intact,31,Lhasa Apso Mix,Tan
A670498,Lola,Tuesday,Adoption,,Cat,Female,Spayed,365,Domestic Longhair Mix,Black
A693391,Noodle,Sunday,Adoption,,Cat,Female,Spayed,93,Domestic Shorthair Mix,Tortie
A684314,,Sunday,Transfer,Partner,Dog,Male,Neutered,124,Anatol Shepherd/German Shepherd,Tan/Black
A711872,Aphrodite,Thursday,Return_to_owner,,Cat,Female,Spayed,3650,Domestic Longhair Mix,Brown Tabby
A673610,,Saturday,Transfer,SCRP,Cat,Unknown,Unknown,365,Domestic Shorthair Mix,Brown Tabby
A670084,Kayla,Tuesday,Transfer,Partner,Dog,Female,Spayed,1825,Miniature Poodle Mix,White
A704949,Marie,Sunday,Adoption,Foster,Cat,Female,Spayed,62,Domestic Medium Hair Mix,Brown Tabby/White
A690423,Lolly,Thursday,Euthanasia,Aggressive,Dog,Female,Spayed,1460,Border Collie Mix,Black/White
A678794,Dylan,Sunday,Adoption,Foster,Cat,Male,Neutered,62,Domestic Shorthair Mix,Blue/White
A647884,Milo,Tuesday,Return_to_owner,,Dog,Male,Neutered,365,Pit Bull Mix,Black/White
A694424,Sherlock,Friday,Transfer,Partner,Dog,Male,Neutered,365,Pug Mix,Fawn
A706021,,Wednesday,Transfer,Partner,Cat,Male,Intact,14,Siamese Mix,Lilac Point
A673848,Spanky,Tuesday,Return_to_owner,,Cat,Male,Neutered,1095,Domestic Longhair Mix,Brown Tabby/White
A706857,Bella,Sunday,Return_to_owner,,Dog,Female,Intact,217,Yorkshire Terrier/Chihuahua Longhair,Black/Tricolor
A669734,,Wednesday,Adoption,Foster,Dog,Female,Spayed,62,Dachshund/Chihuahua Shorthair,Black/White
A717288,Mia,Monday,Return_to_owner,,Cat,Female,Spayed,365,Siamese Mix,Lynx Point
A583676,Baby Boy,Tuesday,Return_to_owner,,Dog,Male,Neutered,3285,Rottweiler Mix,Black/Brown
A706011,Prudence,Monday,Adoption,,Dog,Female,Spayed,1825,Labrador Retriever Mix,Black
A690434,Nitro,Tuesday,Return_to_owner,,Dog,Male,Neutered,365,Pit Bull Mix,Black/White
A675937,,Wednesday,Transfer,Partner,Cat,Female,Intact,3,Domestic Shorthair Mix,Torbie
A678170,,Tuesday,Adoption,Foster,Cat,Male,Neutered,93,Domestic Shorthair Mix,Chocolate Point/White
A666732,Egypt,Saturday,Adoption,,Dog,Male,Neutered,62,Pointer Mix,Black/White
A686294,Lady,Friday,Euthanasia,Aggressive,Dog,Female,Spayed,1095,Pit Bull Mix,White/Red
A664441,Wyatts,Saturday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Tortie
A685780,,Tuesday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Gray/White
A713781,Samson,Thursday,Return_to_owner,,Dog,Male,Neutered,1825,Boxer Mix,Brown Brindle
A699211,,Sunday,Adoption,,Dog,Male,Neutered,93,Labrador Retriever Mix,Black/White
A697365,Cherica,Tuesday,Adoption,,Dog,Female,Spayed,365,Pit Bull Mix,Blue/White
A702168,Timmy,Monday,Return_to_owner,,Dog,Male,Neutered,1825,Miniature Pinscher Mix,Chocolate/Tan
A633952,Maximus,Sunday,Return_to_owner,,Dog,Male,Neutered,730,Pit Bull Mix,Tan/White
A679035,Barky,Sunday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,White/Brown Tabby
A697213,Renolds,Tuesday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Blue/White
A298074,Stumpy,Monday,Return_to_owner,,Dog,Female,Spayed,6570,Parson Russell Terrier Mix,Black/White
A690304,,Friday,Adoption,,Dog,Male,Neutered,248,Border Terrier/Cardigan Welsh Corgi,Brown/White
A665660,Baxter,Monday,Transfer,Partner,Dog,Male,Intact,365,Pit Bull/Labrador Retriever,Tan/White
A717992,Betty,Wednesday,Adoption,,Dog,Female,Spayed,365,Pit Bull Mix,White/Tan
A686203,Storm,Sunday,Transfer,Partner,Dog,Female,Spayed,93,Pit Bull Mix,Black/White
A693624,Hoggy,Monday,Return_to_owner,,Dog,Male,Neutered,1460,American Bulldog Mix,Chocolate/White
A720553,,Monday,Adoption,,Dog,Male,Neutered,62,Chihuahua Shorthair/Dachshund,White/Brown
