animalid,name,datetime,holiday,outcometype,outcomesubtype,animaltype,sex,castration,agegroup,breed,color
A647859,Gazu,Monday,True,Transfer,Partner,Dog,Male,Neutered,,Dachshund Mix,Black/Black Brindle
A697162,Allie,Friday,False,Adoption,Foster,Dog,Female,Spayed,puppy,Labrador Retriever/Anatol Shepherd,White/Tan
A669609,,Tuesday,False,Transfer,Partner,Dog,Female,Intact,puppy,Labrador Retriever Mix,Black/White
A712657,Hank,Saturday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black
A715809,,Saturday,False,Transfer,SCRP,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A714279,Roberto,Tuesday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black
A666577,,Wednesday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Chihuahua Shorthair Mix,Buff
A683029,Lamb,Saturday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Orange Tabby
A697432,Mason,Saturday,False,Adoption,,Dog,Male,Neutered,adult,Australian Cattle Dog/Labrador Retriever,Red/White
A705339,Queenie,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Pit Bull Mix,Brown Brindle
A715570,Brussels,Wednesday,True,Transfer,Partner,Dog,Male,Neutered,aging_dog,Dachshund,Tricolor
A718352,Buddy,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,adult,Golden Retriever Mix,Red
A709195,,Thursday,False,Transfer,SCRP,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black
A697160,Alex,Saturday,False,Adoption,Offsite,Dog,Male,Neutered,puppy,Labrador Retriever/Anatol Shepherd,Tan/White
A692259,Simon,Saturday,False,Adoption,,Dog,Male,Neutered,,Miniature Schnauzer Mix,Black/Brown Brindle
A685942,Ford,Saturday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Pit Bull Mix,Brown/White
A713402,,Saturday,False,Died,In Kennel,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Orange Tabby
A669084,Coop,Sunday,False,Return_to_owner,,Dog,Male,Intact,adult,Catahoula/Pointer,Black/White
A697761,Trooper,Wednesday,False,Transfer,Partner,Dog,Male,Neutered,adult,Labrador Retriever Mix,Black/White
A708034,Bindi,Thursday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Siamese Mix,Flame Point
A658940,Hollywood,Monday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Medium Hair Mix,Black
A716511,Hunter,Tuesday,False,Adoption,,Dog,Male,Neutered,adult,Pit Bull Mix,Black/White
A666165,,Tuesday,False,Transfer,SCRP,Cat,Female,Intact,adult,Domestic Shorthair Mix,White/Blue
A686131,Winston,Saturday,False,Adoption,Foster,Dog,Male,Intact,puppy,Leonberger Mix,Brown/White
A691671,,Tuesday,True,Transfer,SCRP,Cat,Unknown,Unknown,adult,Domestic Shorthair Mix,Brown Tabby
A677924,Faith,Sunday,False,Return_to_owner,,Dog,Female,Intact,puppy,Cairn Terrier Mix,Brown Brindle/White
A709142,Rufus,Sunday,False,Adoption,,Dog,Male,Neutered,puppy,Chihuahua Shorthair Mix,Brown
A686457,,Saturday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Silver Tabby
A703756,Christopher,Sunday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Pit Bull/Boston Terrier,White/Black
A679315,,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Torbie
A654090,Mamma Mia,Sunday,False,Transfer,Partner,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Orange Tabby/White
A670689,Daisy,Monday,False,Adoption,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Tan/White
A668084,Scout,Friday,False,Return_to_owner,,Dog,Male,Intact,puppy,Catahoula/Boxer,Blue Merle
A681260,Titan,Wednesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Black/White
A678267,,Thursday,False,Transfer,SCRP,Cat,Female,Intact,adult,Domestic Shorthair Mix,Brown Tabby
A688345,Mocha,Friday,False,Return_to_owner,,Dog,Female,Spayed,adult,Chihuahua Shorthair/Dachshund,Black
A682612,,Saturday,False,Transfer,SCRP,Cat,Female,Intact,adult,Domestic Shorthair Mix,Brown Tabby
A691481,,Thursday,False,Transfer,SCRP,Cat,Male,Intact,kitten,Russian Blue,Blue
A692448,Lacy,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Pit Bull,Black/White
A669728,Mellow,Friday,False,Euthanasia,Suffering,Cat,Female,Spayed,senior,Domestic Longhair Mix,Black
A661818,Riley,Sunday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A696253,,Wednesday,False,Transfer,Partner,Dog,Female,Intact,puppy,Chihuahua Shorthair,White
A698964,Rascal,Friday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A678641,Petunia,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Australian Cattle Dog Mix,Sable/Black
A695685,Coco,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Chocolate
A701451,Mio,Saturday,False,Transfer,Partner,Dog,Male,Neutered,adult,Chihuahua Shorthair/Boston Terrier,Brown Brindle/White
A711096,Dahlia,Thursday,False,Adoption,,Dog,Female,Spayed,adult,American Staffordshire Terrier Mix,Blue/White
A675591,,Thursday,False,Adoption,,Dog,Male,Neutered,adult,Welsh Terrier Mix,Black/Brown
A713211,Piper,Wednesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Cream Tabby
A684015,Zane,Sunday,False,Adoption,,Cat,Male,Neutered,kitten,Siamese Mix,Lynx Point
A706484,Fat Boy,Monday,False,Transfer,Partner,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Black
A699609,,Tuesday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A681719,Ghia,Sunday,False,Adoption,,Dog,Female,Spayed,aging_dog,Border Collie/Beagle,Black/White
A703516,Bellivia,Saturday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Blue Tabby/White
A696923,Wyatt,Saturday,False,Adoption,,Dog,Male,Neutered,aging_dog,Queensland Heeler Mix,Brown Brindle/Red Tick
A668013,Huey,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Labrador Retriever Mix,Black/White
A703501,Thor,Monday,True,Return_to_owner,,Dog,Male,Intact,adult,German Shepherd Mix,Red/Tan
A704298,Molly,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Miniature Poodle/Maltese,Cream
A679943,Suki,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Blue/White
A667936,,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Dachshund Mix,Black/Brown
A690643,,Saturday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Longhair,Orange Tabby/White
A703099,,Monday,False,Adoption,Foster,Dog,Female,Spayed,adult,Chihuahua Longhair/Cardigan Welsh Corgi,Sable
A674584,Sparkles,Tuesday,False,Transfer,Partner,Dog,Female,Spayed,aging_dog,Chihuahua Shorthair Mix,White/Brown
A701658,,Saturday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Calico
A692360,,Tuesday,False,Euthanasia,Suffering,Cat,Male,Intact,adult,Siamese Mix,Chocolate Point
A697671,,Tuesday,False,Transfer,SCRP,Cat,Unknown,Unknown,adult,Domestic Shorthair Mix,Blue/White
A705969,,Saturday,False,Adoption,,Dog,Female,Spayed,puppy,Chihuahua Shorthair Mix,Black/Tan
A689789,,Thursday,False,Euthanasia,Medical,Dog,Male,Intact,adult,German Shepherd/Labrador Retriever,Black
A338231,Boots,Monday,False,Return_to_owner,,Dog,Male,Neutered,,Border Collie Mix,Black/White
A691030,Natasha,Saturday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black/White
A678250,,Wednesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Medium Hair Mix,Brown Tabby
A696576,Hope,Wednesday,False,Adoption,,Cat,Female,Spayed,senior,Domestic Longhair Mix,Calico/White
A669981,Grover,Sunday,False,Transfer,Partner,Dog,Male,Intact,adult,American Bulldog Mix,Brown/White
A671451,Larry,Sunday,False,Transfer,Partner,Dog,Male,Neutered,adult,Pit Bull Mix,Black/White
A694815,Star,Monday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Whippet/Labrador Retriever,Yellow
A700906,Charli,Thursday,False,Transfer,Partner,Cat,Female,Spayed,adult,Siamese Mix,Blue Point
A719334,Shawn,Monday,False,Transfer,Partner,Dog,Male,Neutered,adult,Dachshund Mix,White/Tan
A706633,Trudy,Monday,False,Adoption,,Cat,Female,Spayed,adult,Siamese Mix,Calico Point
A681560,Tutmosis,Monday,False,Return_to_owner,,Cat,Male,Neutered,adult,Bombay Mix,Black
A662586,Love,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,adult,Pit Bull Mix,White/Blue
A680842,,Monday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black
A703388,,Thursday,False,Adoption,,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Chocolate/White
A667316,Vader,Wednesday,False,Adoption,,Dog,Male,Neutered,puppy,Border Collie/Labrador Retriever,Black/White
A718157,Harlem,Saturday,False,Return_to_owner,,Cat,Male,Intact,adult,Domestic Shorthair Mix,Orange Tabby
A684845,Muneca,Friday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Miniature Poodle Mix,Cream/Tan
A700818,Coltrane,Friday,False,Transfer,Partner,Dog,Male,Intact,puppy,Border Terrier/Chihuahua Longhair,Black
A707668,Noodles,Tuesday,False,Adoption,,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Calico
A678252,Blackie,Friday,False,Return_to_owner,,Dog,Male,Neutered,adult,Rat Terrier/Chihuahua Longhair,Black/Tan
A695191,Molly,Friday,False,Adoption,,Dog,Female,Spayed,puppy,Labrador Retriever/Australian Shepherd,Black
A664139,Sweet Pea,Thursday,False,Transfer,Partner,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Tan
A693053,,Saturday,False,Adoption,,Cat,Male,Neutered,senior,Maine Coon Mix,Blue/White
A701273,Stewie,Tuesday,False,Return_to_owner,,Dog,Male,Intact,,Chihuahua Shorthair Mix,Tan
A682737,,Wednesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Blue Tabby
A682675,Layla,Wednesday,False,Return_to_owner,,Dog,Female,Intact,adult,American Staffordshire Terrier Mix,Brown Brindle/White
A664391,Walter,Thursday,False,Adoption,,Dog,Male,Neutered,adult,Harrier Mix,White/Brown
A688851,Clay,Sunday,False,Transfer,Partner,Dog,Male,Intact,aging_dog,Shetland Sheepdog,Sable/White
A670090,Roxie,Sunday,False,Adoption,,Dog,Female,Spayed,aging_dog,Pointer Mix,Brown/White
A689761,Skye,Wednesday,False,Adoption,Foster,Dog,Female,Spayed,,Labrador Retriever Mix,Buff
A713801,Cashew,Wednesday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Calico
A677571,,Saturday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Medium Hair Mix,Blue Tabby/White
A702633,,Wednesday,False,Adoption,,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Black/White
A712028,,Wednesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Brown Tabby/White
A660861,Beau,Friday,False,Return_to_owner,,Dog,Male,Intact,adult,Boxer Mix,Black
A671224,,Tuesday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby/White
A665411,Aquiles,Thursday,False,Return_to_owner,,Dog,Male,Intact,aging_dog,Pit Bull Mix,Fawn/Blue
A683332,Regan,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Pit Bull Mix,Black/White
A692616,Cashew,Sunday,False,Return_to_owner,,Dog,Female,Spayed,,Chihuahua Shorthair Mix,Buff
A707070,Lexi,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,,German Shepherd Mix,White/Cream
A677670,,Wednesday,False,Transfer,Partner,Dog,Female,Intact,puppy,Blue Lacy/American Bulldog,Brown/White
A665200,,Wednesday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Orange Tabby/White
A698830,Puppy,Saturday,False,Return_to_owner,,Dog,Male,Neutered,adult,Yorkshire Terrier/Cairn Terrier,Black/Tan
A687588,,Friday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Black/Cream
A699079,Lobo,Monday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Tan/White
A694597,Jordy,Sunday,False,Adoption,,Dog,Male,Neutered,puppy,Whippet Mix,Tan
A665609,,Sunday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A690390,Ace,Thursday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Black
A711899,,Sunday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Cream Tabby
A684612,Miller,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black
A676878,Mack,Wednesday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Pug Mix,Sable
A713760,B,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A650212,Jaxon,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Pit Bull Mix,Black/White
A714303,Little Grey,Sunday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Medium Hair Mix,Brown Tabby
A709546,,Monday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Calico
A679642,Cotton,Tuesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Siamese Mix,Flame Point
A711187,Pappy,Sunday,False,Adoption,,Dog,Male,Neutered,,Dachshund Mix,Tan
A677037,Josie,Thursday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Beagle Mix,Tricolor
A672751,Simon,Saturday,False,Transfer,Partner,Dog,Male,Neutered,,Australian Shepherd Mix,Black/Brown Merle
A701495,Bella,Saturday,False,Adoption,Foster,Dog,Female,Spayed,aging_dog,Pit Bull Mix,Blue/White
A705707,,Wednesday,False,Return_to_owner,,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Torbie
A664745,Melady,Saturday,False,Transfer,Partner,Dog,Female,Spayed,aging_dog,Golden Retriever,Gold
A691891,,Saturday,False,Transfer,Partner,Dog,Female,Spayed,puppy,Australian Cattle Dog Mix,White/Black
A709336,Pickles,Friday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A674909,,Thursday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Manx Mix,Black/White
A529211,Oliver,Tuesday,False,Return_to_owner,,Cat,Male,Neutered,adult,Domestic Longhair Mix,Blue
A711777,Terrell,Sunday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Pit Bull Mix,Red/White
A644349,Katie Lou,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Pit Bull Mix,Brown Brindle/White
A695299,Hansel,Wednesday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Medium Hair Mix,Brown Tabby
A702994,Grady,Friday,False,Transfer,Partner,Dog,Male,Intact,,Golden Retriever,Gold/White
A708415,,Monday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Brown Tabby
A677358,Chase,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Beagle Mix,Black/White
A668127,Wiley,Thursday,False,Transfer,Partner,Dog,Male,Neutered,adult,Pit Bull,Chocolate
A715860,,Thursday,False,Euthanasia,Rabies Risk,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Blue/White
A670419,,Wednesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby/White
A690185,Blanca,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Tan
A702362,,Tuesday,False,Euthanasia,Suffering,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Orange Tabby
A702297,,Thursday,False,Euthanasia,Suffering,Dog,Female,Intact,aging_dog,Miniature Schnauzer Mix,White
A677376,Nala,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,adult,Jack Russell Terrier/American Staffordshire Terrier,Brown Brindle/White
A665461,,Saturday,False,Adoption,,Dog,Female,Spayed,puppy,Australian Cattle Dog/Australian Shepherd,Brown
A683026,,Thursday,False,Adoption,,Dog,Male,Neutered,adult,Dachshund Longhair Mix,Black/Tan
A688148,,Saturday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Australian Cattle Dog Mix,Red Merle/White
A691338,Tiger,Saturday,False,Adoption,,Dog,Male,Neutered,aging_dog,German Shepherd Mix,Brown
A720685,Cash,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Black
A706358,Amelia,Friday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Orange Tabby
A703338,Jazz,Wednesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby/Tortie
A682015,,Thursday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Dachshund Mix,Tan/White
A684752,Liam,Sunday,False,Euthanasia,Behavior,Dog,Male,Neutered,adult,German Shepherd,Black/Tan
A677570,,Saturday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Medium Hair Mix,Brown Tabby/White
A704394,Kaylee,Friday,False,Adoption,,Dog,Female,Spayed,aging_dog,Alaskan Malamute/Australian Kelpie,Black/Buff
A698197,,Sunday,False,Adoption,Foster,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Sable
A688441,Zee,Saturday,False,Euthanasia,Suffering,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A717206,Indie,Monday,False,Return_to_owner,,Dog,Female,Spayed,adult,Labrador Retriever Mix,Black
A665624,Alix,Tuesday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Black Smoke/White
A676727,Desdemona,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Torbie
A681828,,Friday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black
A260914,Champagne,Thursday,False,Return_to_owner,,Dog,Male,Neutered,,Border Collie/Catahoula,Brown Merle
A713910,Lambeau,Sunday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Chocolate
A715116,,Sunday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Calico
A685294,Kettle,Sunday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A718366,Oreo,Monday,False,Return_to_owner,,Dog,Male,Neutered,,Pug Mix,Brown Brindle
A678942,Karrie,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Blue Tabby
A702775,,Sunday,False,Euthanasia,Suffering,Cat,Male,Intact,senior,Domestic Shorthair Mix,White
A693770,Ellie,Wednesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Black
A693439,Steve,Tuesday,False,Adoption,,Dog,Male,Neutered,adult,Australian Kelpie Mix,Black/White
A707497,Abby,Thursday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Blue Tabby/White
A670656,Mischief,Saturday,False,Adoption,,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Blue Tabby/White
A670711,Isabella,Thursday,False,Adoption,,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Black
A714878,Bean,Thursday,False,Transfer,Partner,Dog,Female,Spayed,,Jack Russell Terrier/Chihuahua Shorthair,Black/White
A667149,Wendy,Friday,False,Transfer,Partner,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,White/Tan
A689361,Sam,Tuesday,False,Adoption,,Dog,Male,Neutered,aging_dog,Bruss Griffon Mix,Brown
A688218,,Saturday,False,Adoption,,Dog,Female,Spayed,aging_dog,Australian Cattle Dog Mix,Black/Blue Tick
A677350,Louie,Thursday,False,Return_to_owner,,Dog,Male,Intact,adult,Pit Bull Mix,Blue/White
A697001,,Wednesday,False,Return_to_owner,,Dog,Male,Neutered,adult,Australian Cattle Dog Mix,Red Merle
A686594,,Sunday,False,Transfer,Partner,Dog,Male,Intact,puppy,Catahoula/Labrador Retriever,Black/White
A672445,Christoff,Tuesday,False,Return_to_owner,,Cat,Male,Neutered,adult,Himalayan Mix,Lynx Point
A700343,,Sunday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Brown Tabby
A709245,,Friday,False,Adoption,,Dog,Female,Spayed,puppy,Labrador Retriever/Border Collie,Tricolor
A711408,,Monday,True,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black/White
A662406,Junior,Wednesday,False,Return_to_owner,,Dog,Male,Neutered,,Labrador Retriever Mix,Black
A680767,,Saturday,False,Euthanasia,Suffering,Dog,Female,Intact,adult,Dachshund Mix,Tan
A706023,,Wednesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black
A646850,Lizzy,Sunday,False,Adoption,,Dog,Female,Spayed,adult,German Shepherd Mix,Brown/White
A677263,Lilo,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Border Collie/Shetland Sheepdog,Liver/White
A682696,Rocky,Sunday,False,Adoption,,Dog,Male,Intact,adult,Labrador Retriever/German Shepherd,Chocolate/White
A705065,Diana,Wednesday,False,Transfer,Partner,Dog,Female,Spayed,adult,Australian Shepherd,Black
A683467,Lily,Wednesday,False,Transfer,Partner,Dog,Female,Intact,adult,Miniature Pinscher Mix,Black/Brown
A716170,Dusty,Friday,False,Adoption,,Dog,Male,Intact,,Toy Poodle Mix,Black
A671213,Grace,Wednesday,False,Adoption,,Dog,Female,Spayed,adult,Chow Chow Mix,Red
A671732,Prince Dubbi,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Tan
A680367,Bear,Saturday,False,Euthanasia,Rabies Risk,Dog,Male,Intact,,German Shepherd/Labrador Retriever,Gold
A719320,Ginger,Monday,True,Return_to_owner,,Dog,Female,Intact,adult,Beagle,Brown/White
A682241,Raylan,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby
A689018,Teague,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Great Dane Mix,Black/White
A679091,,Friday,False,Euthanasia,Suffering,Cat,Unknown,Unknown,adult,Domestic Shorthair Mix,Black/White
A703942,Stella,Wednesday,False,Adoption,,Dog,Female,Spayed,adult,Dachshund Mix,Brown/Tricolor
A717822,Quinn,Saturday,False,Adoption,Foster,Dog,Female,Spayed,puppy,Miniature Poodle Mix,Brown
A668088,Kiko,Tuesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A681217,,Sunday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Labrador Retriever/Catahoula,Brown Brindle/White
A676170,Chuy,Monday,False,Transfer,Partner,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby
A712711,Mikal,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,,Chihuahua Shorthair Mix,Black/White
A665021,,Saturday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Tortie
A696893,,Thursday,False,Return_to_owner,,Dog,Female,Intact,puppy,Pit Bull Mix,Tan/White
A665226,,Saturday,False,Adoption,,Dog,Female,Spayed,puppy,Pug Mix,Brown/Black
A713682,Francis,Monday,True,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A717277,,Monday,False,Transfer,SCRP,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby
A710028,Petey,Sunday,False,Adoption,,Dog,Male,Neutered,puppy,Labrador Retriever/Pit Bull,Black/White
A717791,Giselle,Saturday,False,Transfer,Partner,Dog,Female,Intact,adult,Basenji Mix,Tricolor
A701884,Midnight,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Torbie
A707532,,Tuesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Blue
A696818,Tillie,Saturday,False,Adoption,,Dog,Female,Spayed,adult,American Staffordshire Terrier Mix,Brown/White
A706568,Athena,Sunday,False,Return_to_owner,,Dog,Female,Spayed,adult,Pit Bull Mix,Blue/White
A711675,Dusty,Sunday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Blue/White
A706291,Rich,Sunday,False,Return_to_owner,,Dog,Male,Intact,aging_dog,Pit Bull Mix,Black/White
A676212,,Sunday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Gray
A666084,Pepper,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,adult,Labrador Retriever/Rottweiler,Black/White
A685765,Buddy,Sunday,False,Adoption,Offsite,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Brown
A669604,Capo,Thursday,False,Return_to_owner,,Dog,Male,Intact,adult,American Bulldog Mix,Brown Brindle/White
A643507,Sinatra,Sunday,False,Return_to_owner,,Dog,Female,Spayed,adult,Pit Bull Mix,White/Brown Brindle
A695959,,Saturday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Black/White
A673620,Louie,Thursday,False,Adoption,Foster,Dog,Male,Neutered,,Chihuahua Shorthair,Black/Brown
A685143,Manny,Saturday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Medium Hair Mix,Blue/White
A719408,,Wednesday,False,Transfer,Partner,Dog,Female,Intact,puppy,Anatol Shepherd/Labrador Retriever,White/Tan
A684485,Darby,Saturday,False,Adoption,,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Black/White
A715767,Dax,Friday,False,Transfer,Partner,Dog,Male,Intact,aging_dog,Yorkshire Terrier/Border Terrier,Tan/Gray
A710506,,Monday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A712021,Paco,Sunday,False,Adoption,,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Black/White
A674417,Russell,Monday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Tricolor
A711572,Candy,Tuesday,False,Euthanasia,Medical,Dog,Female,Intact,adult,Chihuahua Shorthair Mix,Blue/Tan
A650344,Trixi,Monday,True,Adoption,,Dog,Female,Spayed,adult,Boxer/Pit Bull,Brown/White
A720765,Blue,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Pit Bull Mix,Blue/White
A707786,Comino,Thursday,False,Euthanasia,Suffering,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,Tan/White
A708473,Whiskey Girl,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,,Labrador Retriever Mix,Chocolate
A698453,Palomo,Monday,False,Return_to_owner,,Dog,Male,Neutered,adult,Great Pyrenees Mix,White
A657228,Tiger,Friday,False,Transfer,Partner,Dog,Male,Neutered,,Pit Bull Mix,Brown Brindle/White
A682401,Mia,Wednesday,False,Adoption,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Tan
